ImagePath,super_conf,super_class,sub_conf,sub_class,subtwo_conf,subtwo_class,Layer_1_ans,Layer_1_conf,Layer_2_ans,Layer_2_conf,Layer_3_ans,Layer_3_conf,Layer_1_True,Layer_2_True,Layer_3_True
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B68P8TJ-1-5.jpg,"['1.0', '1.9708']","['TFT', 'CF']","['0.9909', '0.0081', '0.0008', '6.1969']","['NP', 'OP', 'INT', 'UP']","['0.9941', '0.0024', '0.0017', '0.0015', '0.0001']","['AS-RESIDUE-E', 'PV-HOLE-T', 'M1-ABNORMAL', 'POLYMER', 'ITO-RESIDUE-T']",TFT,1.0,NP,0.9941,AS-RESIDUE-E,0.9909,TFT,NP,AS-RESIDUE-E
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BAMT9ME-1-3.jpg,"['1.0', '1.5712']","['TFT', 'CF']","['0.9999', '1.6007', '5.8074', '3.3996']","['NP', 'UP', 'OP', 'INT']","['0.9983', '0.0009', '0.0006', '8.0761', '7.4289']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER']",TFT,1.0,NP,0.9983,M1-ABNORMAL,0.9999,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B3774NG-1-3.jpg,"['0.9999', '1.5656']","['TFT', 'CF']","['0.9558', '0.0424', '0.0017', '2.5112']","['NP', 'OP', 'UP', 'INT']","['0.7509', '0.1649', '0.0458', '0.0247', '0.0060']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']",TFT,0.9999,NP,0.7509,ITO-RESIDUE-T,0.9558,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B60K3SK-1-3.jpg,"['0.9997', '0.0002']","['CF', 'TFT']","['0.9937', '0.0054', '0.0006', '0.0002']","['NP', 'OP', 'UP', 'INT']","['0.9114', '0.0563', '0.0204', '0.0108', '0.0003']","['CF REPAIR FAIL', 'CF DEFECT', 'POLYMER', 'FIBER', 'PI SPOT-WITH PAR']",CF,0.9997,NP,0.9114,CF REPAIR FAIL,0.9937,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4WZ83A-1-3.jpg,"['0.9999', '8.2295']","['TFT', 'CF']","['0.9248', '0.0678', '0.0073', '3.8048']","['NP', 'UP', 'OP', 'INT']","['0.4968', '0.2853', '0.1923', '0.0146', '0.0065']","['PV-HOLE-T', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'POLYMER']",TFT,0.9999,NP,0.4968,PV-HOLE-T,0.9248,TFT,NP,PV-HOLE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B21Z2UG-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.8174', '0.1529', '0.0289', '0.0006']","['OP', 'NP', 'UP', 'INT']","['0.5906', '0.1390', '0.1373', '0.0582', '0.0348']","['POLYMER', 'PV-HOLE-T', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'AS-RESIDUE-E']",TFT,0.9998,OP,0.5906,POLYMER,0.8174,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H5E52AH-1-3.jpg,"['0.9999', '5.7069']","['TFT', 'CF']","['0.9998', '0.0001', '4.3279', '1.8316']","['UP', 'OP', 'NP', 'INT']","['0.9999', '2.3133', '1.7896', '5.4147', '1.5202']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'GLASS BROKEN', 'POLYMER', 'M1-ABNORMAL']",TFT,0.9999,UP,0.9999,PI SPOT-WITH PAR,0.9998,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B61V7DK-1-3.jpg,"['0.9998', '0.0001']","['CF', 'TFT']","['0.9997', '0.0001', '5.0290', '1.0809']","['NP', 'OP', 'UP', 'INT']","['0.8594', '0.1391', '0.0008', '0.0001', '0.0001']","['CF REPAIR FAIL', 'CF DEFECT', 'POLYMER', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR']",CF,0.9998,NP,0.8594,CF REPAIR FAIL,0.9997,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B6197YQ-1-3.jpg,"['0.9999', '1.4331']","['TFT', 'CF']","['0.8059', '0.1890', '0.0032', '0.0017']","['NP', 'UP', 'OP', 'INT']","['0.8992', '0.0702', '0.0172', '0.0111', '0.0012']","['PV-HOLE-T', 'POLYMER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'ESD']",TFT,0.9999,NP,0.8992,PV-HOLE-T,0.8059,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B68P8TJ-1-4.jpg,"['1.0', '2.3256']","['TFT', 'CF']","['0.9933', '0.0066', '2.9562', '3.6939']","['NP', 'INT', 'OP', 'UP']","['0.6593', '0.3344', '0.0060', '0.0001', '1.9545']","['M1-ABNORMAL', 'AS-RESIDUE-E', 'ESD', 'GLASS BROKEN', 'ITO-RESIDUE-T']",TFT,1.0,NP,0.6593,M1-ABNORMAL,0.9933,TFT,NP,AS-RESIDUE-E
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5B11KT-1-3.jpg,"['1.0', '2.3017']","['TFT', 'CF']","['0.9396', '0.0580', '0.0023', '7.5181']","['OP', 'UP', 'NP', 'INT']","['0.9962', '0.0023', '0.0010', '0.0003', '2.7527']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL']",TFT,1.0,OP,0.9962,POLYMER,0.9396,TFT,NP,PV-HOLE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BCZP9ZM-2-3.jpg,"['0.9999', '2.3923']","['TFT', 'CF']","['0.9403', '0.0502', '0.0093', '1.1299']","['OP', 'UP', 'NP', 'INT']","['0.9274', '0.0351', '0.0270', '0.0085', '0.0009']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL']",TFT,0.9999,OP,0.9274,POLYMER,0.9403,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VE21B-2-3.jpg,"['0.9998', '0.0001']","['CF', 'TFT']","['0.9968', '0.0031', '1.5085', '6.9386']","['NP', 'OP', 'UP', 'INT']","['0.9889', '0.0062', '0.0041', '0.0004', '5.6246']","['CF PS DEFORMATION', 'CF REPAIR FAIL', 'CF DEFECT', 'GLASS CULLET', 'POLYMER']",CF,0.9998,NP,0.9889,CF PS DEFORMATION,0.9968,CF,NP,CF PS DEFORMATION
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B27Q5N1-1-1.jpg,"['0.9999', '2.0499']","['TFT', 'CF']","['0.9999', '1.7551', '2.7309', '2.1754']","['INT', 'OP', 'NP', 'UP']","['0.9955', '0.0044', '1.9822', '1.1155', '7.2851']","['GLASS BROKEN', 'ESD', 'GLASS CULLET', 'POLYMER', 'M1-ABNORMAL']",TFT,0.9999,INT,0.9955,GLASS BROKEN,0.9999,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4X00QF-1-3.jpg,"['1.0', '4.6609']","['TFT', 'CF']","['0.8594', '0.1261', '0.0143', '2.8274']","['NP', 'UP', 'OP', 'INT']","['0.4660', '0.3175', '0.0988', '0.0892', '0.0268']","['PV-HOLE-T', 'FIBER', 'AS-RESIDUE-E', 'POLYMER', 'PI SPOT-WITH PAR']",TFT,1.0,NP,0.4660,PV-HOLE-T,0.8594,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B8617TH-1-3.jpg,"['0.9999', '1.4531']","['TFT', 'CF']","['0.5062', '0.4294', '0.0642', '1.9641']","['OP', 'NP', 'UP', 'INT']","['0.8070', '0.1310', '0.0459', '0.0062', '0.0046']","['POLYMER', 'PV-HOLE-T', 'FIBER', 'AS-RESIDUE-E', 'M1-ABNORMAL']",TFT,0.9999,OP,0.8070,POLYMER,0.5062,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5DF22R-1-3.jpg,"['0.9999', '2.0211']","['TFT', 'CF']","['0.7352', '0.2499', '0.0147', '1.0641']","['OP', 'UP', 'NP', 'INT']","['0.7797', '0.1582', '0.0562', '0.0028', '0.0021']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'M1-ABNORMAL']",TFT,0.9999,OP,0.7797,POLYMER,0.7352,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4U61PE-1-3.jpg,"['0.9998', '0.0001']","['CF', 'TFT']","['0.9998', '7.9245', '3.5323', '9.6667']","['NP', 'INT', 'OP', 'UP']","['0.9979', '0.0018', '0.0001', '1.1144', '4.3221']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'POLYMER', 'GLASS CULLET']",CF,0.9998,NP,0.9979,CF DEFECT,0.9998,CF,NP,CF DEFECT
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H1CV5BF-1-3.jpg,"['0.9999', '1.5966']","['TFT', 'CF']","['0.9918', '0.0065', '0.0016', '8.8082']","['NP', 'UP', 'OP', 'INT']","['0.6274', '0.2590', '0.0780', '0.0239', '0.0066']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']",TFT,0.9999,NP,0.6274,ITO-RESIDUE-T,0.9918,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4U62GC-1-3.jpg,"['0.9999', '7.9246']","['TFT', 'CF']","['0.9802', '0.0193', '0.0004', '8.0259']","['NP', 'UP', 'OP', 'INT']","['0.8212', '0.0737', '0.0616', '0.0175', '0.0122']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'M1-ABNORMAL']",TFT,0.9999,NP,0.8212,ITO-RESIDUE-T,0.9802,TFT,NP,PV-HOLE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B59S53C-1-3.jpg,"['0.9999', '3.0866']","['TFT', 'CF']","['0.9875', '0.0122', '0.0002', '1.0388']","['NP', 'OP', 'UP', 'INT']","['0.4817', '0.2544', '0.2485', '0.0085', '0.0039']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER']",TFT,0.9999,NP,0.4817,ITO-RESIDUE-T,0.9875,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B62W3NA-1-3.jpg,"['1.0', '2.8423']","['TFT', 'CF']","['0.9965', '0.0034', '1.8253', '4.5339']","['NP', 'OP', 'UP', 'INT']","['0.7986', '0.1843', '0.0129', '0.0033', '0.0004']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER']",TFT,1.0,NP,0.7986,M1-ABNORMAL,0.9965,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5BK6FF-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.9808', '0.0179', '0.0011', '1.8194']","['NP', 'UP', 'OP', 'INT']","['0.7543', '0.1685', '0.0506', '0.0164', '0.0045']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION']",TFT,0.9998,NP,0.7543,ITO-RESIDUE-T,0.9808,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5622TH-1-3.jpg,"['0.9999', '7.0200']","['CF', 'TFT']","['0.9999', '3.9606', '1.0006', '1.8913']","['OP', 'UP', 'NP', 'INT']","['0.9999', '7.1727', '1.6556', '2.3732', '3.2608']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.9999,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_H5E56CC-1-3.jpg,"['0.9999', '1.4316']","['TFT', 'CF']","['0.9893', '0.0096', '0.0009', '1.8509']","['NP', 'UP', 'OP', 'INT']","['0.4810', '0.4324', '0.0555', '0.0152', '0.0131']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']",TFT,0.9999,NP,0.4810,PV-HOLE-T,0.9893,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B54J0HC-1-3.jpg,"['0.9999', '3.5573']","['CF', 'TFT']","['0.9999', '1.9296', '1.7255', '5.5703']","['OP', 'UP', 'NP', 'INT']","['0.5630', '0.4361', '0.0007', '1.2380', '6.2678']","['POLYMER', 'GLASS CULLET', 'FIBER', 'LIGHT METAL', 'CF DEFECT']",CF,0.9999,OP,0.5630,POLYMER,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B59124M-1-3.jpg,"['0.9999', '5.7929']","['TFT', 'CF']","['0.9457', '0.0439', '0.0102', '1.0132']","['OP', 'UP', 'NP', 'INT']","['0.9329', '0.0501', '0.0084', '0.0081', '0.0002']","['POLYMER', 'FIBER', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'GLASS CULLET']",TFT,0.9999,OP,0.9329,POLYMER,0.9457,TFT,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B32S1BD-1-1.jpg,"['1.0', '5.9181']","['TFT', 'CF']","['0.9999', '6.1325', '7.4202', '2.1253']","['INT', 'NP', 'UP', 'OP']","['1.0', '2.8105', '2.9230', '1.3116', '9.4164']","['ESD', 'M1-ABNORMAL', 'GLASS BROKEN', 'PV-HOLE-T', 'POLYMER']",TFT,1.0,INT,1.0,ESD,0.9999,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5CF1TN-1-3.jpg,"['0.9999', '3.9097']","['CF', 'TFT']","['0.9998', '9.4260', '3.1150', '5.9759']","['OP', 'UP', 'NP', 'INT']","['0.9980', '0.0017', '0.0001', '1.3609', '5.3490']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.9980,FIBER,0.9998,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B61F8LB-1-3.jpg,"['0.9913', '0.0086']","['CF', 'TFT']","['0.9991', '0.0007', '0.0001', '1.0293']","['OP', 'UP', 'NP', 'INT']","['0.8455', '0.1541', '0.0001', '6.1616', '3.1035']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9913,OP,0.8455,FIBER,0.9991,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H5E52FC-1-3.jpg,"['1.0', '3.9365']","['TFT', 'CF']","['0.9959', '0.0031', '0.0008', '3.1025']","['UP', 'NP', 'OP', 'INT']","['0.9983', '0.0011', '0.0002', '0.0002', '3.3934']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'POLYMER', 'ITO-RESIDUE-T']",TFT,1.0,UP,0.9983,PI SPOT-WITH PAR,0.9959,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B5CW9NB-1-4.jpg,"['0.9702', '0.0297']","['TFT', 'CF']","['0.3864', '0.2735', '0.2452', '0.0947']","['UP', 'NP', 'OP', 'INT']","['0.8886', '0.0423', '0.0340', '0.0162', '0.0050']","['AS-RESIDUE-E', 'POLYMER', 'ESD', 'FIBER', 'PV-HOLE-T']",TFT,0.9702,UP,0.8886,AS-RESIDUE-E,0.3864,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B81X1WG-1-3.jpg,"['0.9999', '6.8611']","['TFT', 'CF']","['0.6405', '0.2526', '0.1009', '0.0057']","['UP', 'INT', 'OP', 'NP']","['0.5375', '0.2401', '0.1221', '0.0759', '0.0116']","['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'ESD', 'PV-HOLE-T']",TFT,0.9999,UP,0.5375,PI SPOT-WITH PAR,0.6405,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B4S59QD-1-3.jpg,"['0.9999', '8.4575']","['CF', 'TFT']","['0.9999', '5.3663', '2.7022', '2.6471']","['OP', 'NP', 'UP', 'INT']","['0.9879', '0.0118', '0.0001', '6.9833', '2.3677']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.9879,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4WZ8LC-1-3.jpg,"['0.9999', '4.0020']","['TFT', 'CF']","['0.9425', '0.0558', '0.0015', '2.2498']","['NP', 'UP', 'OP', 'INT']","['0.9224', '0.0594', '0.0082', '0.0040', '0.0026']","['ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'M1-ABNORMAL', 'CF PS DEFORMATION']",TFT,0.9999,NP,0.9224,ITO-RESIDUE-T,0.9425,TFT,NP,PV-HOLE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B5AZ8MA-1-3.jpg,"['0.9999', '7.9430']","['CF', 'TFT']","['0.9998', '9.9593', '3.4479', '1.8575']","['NP', 'OP', 'UP', 'INT']","['0.9989', '0.0008', '0.0001', '7.1865', '7.0364']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'FIBER', 'POLYMER']",CF,0.9999,NP,0.9989,CF REPAIR FAIL,0.9998,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B25X4MN-1-1.jpg,"['1.0', '4.1523']","['TFT', 'CF']","['0.9999', '4.5827', '2.5966', '1.0380']","['INT', 'OP', 'NP', 'UP']","['0.9999', '1.7962', '6.2320', '8.4640', '6.3697']","['ESD', 'M1-ABNORMAL', 'GLASS BROKEN', 'POLYMER', 'PV-HOLE-T']",TFT,1.0,INT,0.9999,ESD,0.9999,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B57J2MH-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.9163', '0.0781', '0.0054', '7.7638']","['OP', 'UP', 'NP', 'INT']","['0.6555', '0.1655', '0.1651', '0.0064', '0.0034']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'GLASS CULLET']",TFT,0.9998,OP,0.6555,POLYMER,0.9163,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B37G9FM-1-3.jpg,"['0.9999', '1.6210']","['TFT', 'CF']","['0.8620', '0.0689', '0.0689', '1.3823']","['NP', 'OP', 'UP', 'INT']","['0.3417', '0.3298', '0.2724', '0.0302', '0.0086']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'POLYMER']",TFT,0.9999,NP,0.3417,PI SPOT-WITH PAR,0.8620,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_CG3B51K4H0LD-1-3.jpg,"['0.9997', '0.0002']","['TFT', 'CF']","['0.9956', '0.0042', '9.7999', '7.3839']","['OP', 'UP', 'NP', 'INT']","['0.9852', '0.0110', '0.0036', '4.9891', '4.4828']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'GLASS CULLET']",TFT,0.9997,OP,0.9852,POLYMER,0.9956,TFT,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B57L7SH-1-3.jpg,"['0.9999', '2.8154']","['CF', 'TFT']","['0.9997', '0.0001', '3.8201', '5.8143']","['OP', 'NP', 'UP', 'INT']","['0.9170', '0.0824', '0.0002', '0.0001', '0.0001']","['GLASS CULLET', 'POLYMER', 'CF DEFECT', 'LIGHT METAL', 'CF REPAIR FAIL']",CF,0.9999,OP,0.9170,GLASS CULLET,0.9997,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B5AY4JT-1-3.jpg,"['1.0', '4.4428']","['TFT', 'CF']","['0.9968', '0.0031', '4.2894', '3.6768']","['NP', 'OP', 'UP', 'INT']","['0.8173', '0.1753', '0.0047', '0.0017', '0.0005']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER']",TFT,1.0,NP,0.8173,M1-ABNORMAL,0.9968,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B56Z1SC-1-3.jpg,"['0.9999', '2.8188']","['CF', 'TFT']","['0.9998', '0.0001', '1.6198', '8.6322']","['OP', 'NP', 'UP', 'INT']","['0.9044', '0.0919', '0.0031', '0.0005', '3.1233']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']",CF,0.9999,OP,0.9044,FIBER,0.9998,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5BK1KD-1-3.jpg,"['0.9967', '0.0032']","['CF', 'TFT']","['0.9999', '4.2405', '3.4249', '6.1816']","['OP', 'INT', 'NP', 'UP']","['0.9880', '0.0075', '0.0042', '7.5375', '8.2423']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']",CF,0.9967,OP,0.9880,POLYMER,0.9999,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B55E1KF-1-3.jpg,"['1.0', '2.1544']","['TFT', 'CF']","['0.9910', '0.0088', '0.0001', '9.1847']","['OP', 'NP', 'UP', 'INT']","['0.9802', '0.0191', '0.0005', '4.3543', '6.5549']","['POLYMER', 'PV-HOLE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'GLASS CULLET']",TFT,1.0,OP,0.9802,POLYMER,0.9910,TFT,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4W49TK-1-3.jpg,"['0.9959', '0.0040']","['CF', 'TFT']","['0.9994', '0.0005', '7.8830', '2.3619']","['UP', 'NP', 'OP', 'INT']","['0.9989', '0.0005', '0.0002', '0.0001', '6.4499']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL', 'ITO-RESIDUE-T']",CF,0.9959,UP,0.9989,PI SPOT-WITH PAR,0.9994,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5CR9NS-1-3.jpg,"['0.9999', '1.4830']","['TFT', 'CF']","['0.8286', '0.1676', '0.0031', '0.0004']","['UP', 'OP', 'INT', 'NP']","['0.4108', '0.3073', '0.2795', '0.0007', '0.0005']","['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'ESD']",TFT,0.9999,UP,0.4108,FIBER,0.8286,TFT,UP,POLYMER
