ImagePath,Layer_1_True,Layer_1_ans,Layer_1_conf,Layer_2_True,Layer_2_ans,Layer_2_conf,Layer_3_True,Layer_3_ans,Layer_3_conf,sub_class,sub_conf,subtwo_class,subtwo_conf,super_class,super_conf
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5AY0AQ-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.9166,ITO-RESIDUE-T,ESD,0.7379,"['NP', 'INT', 'UP', 'OP']","['0.7379', '0.2388', '0.0208', '0.0023']","['ESD', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T']","['0.9166', '0.0278', '0.0210', '0.0193', '0.0063']","['TFT', 'CF']","['0.9999', '1.6216']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BBKP73S-1-3.jpg,TFT,TFT,1.0,NP,NP,0.9978,M1-ABNORMAL,M1-ABNORMAL,0.9999,"['NP', 'UP', 'INT', 'OP']","['0.9999', '6.9029', '1.4727', '2.4141']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['0.9978', '0.0021', '4.5056', '2.6597', '4.3754']","['TFT', 'CF']","['1.0', '2.0236']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BBQU1LS-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.9981,M1-ABNORMAL,M1-ABNORMAL,0.9999,"['NP', 'UP', 'INT', 'OP']","['0.9999', '1.1697', '5.2000', '1.8021']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'ESD']","['0.9981', '0.0017', '0.0001', '2.2479', '1.8857']","['TFT', 'CF']","['0.9999', '1.2083']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B51F94Q-1-3.jpg,CF,CF,0.9999,UP,UP,0.9999,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9999,"['UP', 'NP', 'OP', 'INT']","['0.9999', '5.8294', '4.8569', '4.9519']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET']","['0.9999', '3.2240', '2.1063', '7.0098', '9.1989']","['CF', 'TFT']","['0.9999', '6.6868']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B52E2TN-1-3.jpg,CF,CF,0.9998,UP,UP,0.9970,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9963,"['UP', 'NP', 'OP', 'INT']","['0.9963', '0.0031', '0.0005', '7.5120']","['PI SPOT-WITH PAR', 'CF DEFECT', 'CF REPAIR FAIL', 'LIGHT METAL', 'ESD']","['0.9970', '0.0014', '0.0008', '0.0005', '4.3339']","['CF', 'TFT']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B3774NG-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.5634,M1-ABNORMAL,PV-HOLE-T,0.9913,"['NP', 'UP', 'OP', 'INT']","['0.9913', '0.0079', '0.0006', '1.3166']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']","['0.5634', '0.2170', '0.1582', '0.0307', '0.0239']","['TFT', 'CF']","['0.9999', '2.8000']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5CW1PR-1-3.jpg,TFT,TFT,0.9971,UP,UP,0.4126,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.8943,"['UP', 'NP', 'OP', 'INT']","['0.8943', '0.1030', '0.0024', '6.1247']","['PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'FIBER', 'M1-ABNORMAL']","['0.4126', '0.2972', '0.1109', '0.0904', '0.0507']","['TFT', 'CF']","['0.9971', '0.0028']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B4WG7QG-1-3.jpg,CF,CF,0.9999,OP,NP,0.4115,GLASS CULLET,CF DEFECT,0.9460,"['NP', 'OP', 'UP', 'INT']","['0.9460', '0.0538', '0.0001', '1.1542']","['CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'CF PS DEFORMATION', 'POLYMER']","['0.4115', '0.3972', '0.1436', '0.0450', '0.0020']","['CF', 'TFT']","['0.9999', '1.3445']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B59312K-1-3.jpg,TFT,TFT,0.9999,NP,UP,0.3948,PV-HOLE-T,FIBER,0.6393,"['UP', 'INT', 'NP', 'OP']","['0.6393', '0.3354', '0.0172', '0.0080']","['FIBER', 'PI SPOT-WITH PAR', 'ESD', 'POLYMER', 'PV-HOLE-T']","['0.3948', '0.3932', '0.1127', '0.0820', '0.0093']","['TFT', 'CF']","['0.9999', '1.2692']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B29G6HA-1-4.jpg,TFT,TFT,0.9999,INT,INT,0.9530,GLASS BROKEN,GLASS BROKEN,0.9967,"['INT', 'NP', 'OP', 'UP']","['0.9967', '0.0030', '8.2424', '7.5607']","['GLASS BROKEN', 'ESD', 'POLYMER', 'PV-HOLE-T', 'M1-ABNORMAL']","['0.9530', '0.0309', '0.0082', '0.0049', '0.0022']","['TFT', 'CF']","['0.9999', '3.2304']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4K83FQ-1-3.jpg,CF,CF,0.9999,UP,UP,0.9958,LIGHT METAL,LIGHT METAL,0.9980,"['UP', 'OP', 'NP', 'INT']","['0.9980', '0.0018', '0.0001', '1.9297']","['LIGHT METAL', 'GLASS CULLET', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'CF DEFECT']","['0.9958', '0.0040', '3.9630', '2.2822', '1.7493']","['CF', 'TFT']","['0.9999', '9.8786']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B24K2CM-1-3.jpg,CF,CF,0.9999,UP,UP,0.9982,LIGHT METAL,LIGHT METAL,0.9997,"['UP', 'NP', 'OP', 'INT']","['0.9997', '0.0002', '1.8988', '7.2750']","['LIGHT METAL', 'PI SPOT-WITH PAR', 'CF DEFECT', 'CF PS DEFORMATION', 'CF REPAIR FAIL']","['0.9982', '0.0007', '0.0005', '0.0002', '0.0001']","['CF', 'TFT']","['0.9999', '7.1289']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B57J2MH-1-3.jpg,TFT,TFT,0.9999,UP,NP,0.6089,FIBER,PV-HOLE-T,0.6629,"['NP', 'UP', 'OP', 'INT']","['0.6629', '0.3230', '0.0139', '3.4153']","['PV-HOLE-T', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'FIBER', 'POLYMER']","['0.6089', '0.1527', '0.1032', '0.0839', '0.0259']","['TFT', 'CF']","['0.9999', '2.6898']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B57R3AC-1-3.jpg,TFT,TFT,0.9998,UP,UP,0.5960,POLYMER,PI SPOT-WITH PAR,0.8236,"['UP', 'NP', 'OP', 'INT']","['0.8236', '0.1759', '0.0004', '2.1677']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'POLYMER', 'ITO-RESIDUE-T']","['0.5960', '0.3345', '0.0425', '0.0135', '0.0054']","['TFT', 'CF']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4WZ94E-1-3.jpg,CF,CF,1.0,NP,NP,0.9960,CF DEFECT,CF DEFECT,0.9993,"['NP', 'OP', 'UP', 'INT']","['0.9993', '0.0006', '2.0812', '1.4601']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.9960', '0.0024', '0.0012', '0.0001', '2.5705']","['CF', 'TFT']","['1.0', '2.2010']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VV2UA-1-3.jpg,CF,CF,0.9999,NP,NP,0.8784,CF PS DEFORMATION,CF PS DEFORMATION,0.9939,"['NP', 'OP', 'UP', 'INT']","['0.9939', '0.0060', '1.1161', '2.0578']","['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'POLYMER']","['0.8784', '0.0596', '0.0553', '0.0058', '0.0005']","['CF', 'TFT']","['0.9999', '5.8689']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5AR8TA-1-3.jpg,CF,CF,0.9999,OP,OP,0.8509,POLYMER,GLASS CULLET,0.9997,"['OP', 'NP', 'UP', 'INT']","['0.9997', '0.0002', '6.4599', '5.7009']","['GLASS CULLET', 'POLYMER', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']","['0.8509', '0.1432', '0.0050', '0.0003', '0.0002']","['CF', 'TFT']","['0.9999', '3.6080']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B68P8TJ-1-5.jpg,TFT,TFT,1.0,NP,NP,0.4722,AS-RESIDUE-E,AS-RESIDUE-E,0.9997,"['NP', 'INT', 'OP', 'UP']","['0.9997', '0.0001', '1.3995', '8.9160']","['AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'GLASS BROKEN']","['0.4722', '0.4239', '0.0924', '0.0085', '0.0024']","['TFT', 'CF']","['1.0', '3.1551']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B15C8PC-1-3.jpg,CF,CF,1.0,UP,UP,0.9827,LIGHT METAL,LIGHT METAL,0.9694,"['UP', 'NP', 'OP', 'INT']","['0.9694', '0.0254', '0.0051', '1.4821']","['LIGHT METAL', 'CF DEFECT', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF PS DEFORMATION']","['0.9827', '0.0092', '0.0046', '0.0020', '0.0010']","['CF', 'TFT']","['1.0', '5.9262']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B52E4BB-1-3.jpg,TFT,TFT,0.9999,OP,OP,0.9268,POLYMER,POLYMER,0.9477,"['OP', 'UP', 'NP', 'INT']","['0.9477', '0.0287', '0.0234', '1.6053']","['POLYMER', 'PV-HOLE-T', 'FIBER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['0.9268', '0.0709', '0.0008', '0.0006', '0.0005']","['TFT', 'CF']","['0.9999', '6.1895']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_H3M22MA-1-3.jpg,TFT,TFT,0.9994,UP,UP,0.8396,POLYMER,POLYMER,0.5849,"['UP', 'NP', 'OP', 'INT']","['0.5849', '0.2769', '0.1379', '0.0001']","['POLYMER', 'PV-HOLE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'FIBER']","['0.8396', '0.0626', '0.0436', '0.0336', '0.0097']","['TFT', 'CF']","['0.9994', '0.0005']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5867PQ-1-4.jpg,TFT,TFT,0.9999,NP,NP,0.9968,AS-RESIDUE-E,M1-ABNORMAL,0.9999,"['NP', 'UP', 'OP', 'INT']","['0.9999', '4.8501', '1.7253', '1.0780']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E', 'ESD']","['0.9968', '0.0013', '0.0011', '0.0005', '2.8491']","['TFT', 'CF']","['0.9999', '1.7764']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_7U3B4QZ440KC-1-1.jpg,TFT,TFT,0.9954,INT,NP,0.7228,ESD,PV-HOLE-T,0.9314,"['NP', 'INT', 'OP', 'UP']","['0.9314', '0.0620', '0.0058', '0.0006']","['PV-HOLE-T', 'M1-ABNORMAL', 'ESD', 'ITO-RESIDUE-T', 'CF DEFECT']","['0.7228', '0.2018', '0.0470', '0.0076', '0.0063']","['TFT', 'CF']","['0.9954', '0.0045']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4WZ8LC-1-3.jpg,TFT,TFT,0.9999,NP,UP,0.9335,PV-HOLE-T,FIBER,0.9978,"['UP', 'NP', 'OP', 'INT']","['0.9978', '0.0020', '8.4774', '1.5175']","['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.9335', '0.0651', '0.0007', '0.0003', '4.6086']","['TFT', 'CF']","['0.9999', '6.0244']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5CR9NS-1-3.jpg,TFT,TFT,0.9918,UP,UP,0.9247,POLYMER,PI SPOT-WITH PAR,0.9933,"['UP', 'NP', 'OP', 'INT']","['0.9933', '0.0054', '0.0008', '0.0003']","['PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'POLYMER', 'ITO-RESIDUE-T']","['0.9247', '0.0472', '0.0144', '0.0035', '0.0032']","['TFT', 'CF']","['0.9918', '0.0081']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4MA9YD-1-3.jpg,TFT,TFT,0.9971,UP,OP,0.8852,POLYMER,POLYMER,0.9086,"['OP', 'NP', 'UP', 'INT']","['0.9086', '0.0701', '0.0212', '4.4557']","['POLYMER', 'FIBER', 'PV-HOLE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR']","['0.8852', '0.0750', '0.0323', '0.0038', '0.0019']","['TFT', 'CF']","['0.9971', '0.0028']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B6214RH-1-3.jpg,CF,CF,0.9999,OP,OP,0.9505,POLYMER,POLYMER,0.9999,"['OP', 'NP', 'INT', 'UP']","['0.9999', '2.4759', '4.6442', '2.6663']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF DEFECT', 'CF REPAIR FAIL']","['0.9505', '0.0493', '4.2578', '2.8260', '2.5117']","['CF', 'TFT']","['0.9999', '7.1789']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B62W3NA-1-3.jpg,TFT,TFT,0.9999,NP,NP,0.7943,M1-ABNORMAL,M1-ABNORMAL,0.9758,"['NP', 'INT', 'OP', 'UP']","['0.9758', '0.0221', '0.0013', '0.0006']","['M1-ABNORMAL', 'ESD', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.7943', '0.1387', '0.0476', '0.0158', '0.0008']","['TFT', 'CF']","['0.9999', '4.4372']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4QS23N-1-3.jpg,CF,CF,1.0,UP,UP,0.9992,LIGHT METAL,LIGHT METAL,0.9989,"['UP', 'OP', 'NP', 'INT']","['0.9989', '0.0006', '0.0003', '1.2667']","['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'CF PS DEFORMATION', 'POLYMER']","['0.9992', '0.0004', '0.0001', '8.0939', '4.7542']","['CF', 'TFT']","['1.0', '5.8894']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B52F1DL-1-3.jpg,CF,CF,0.9999,UP,UP,0.9999,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9999,"['UP', 'NP', 'OP', 'INT']","['0.9999', '1.3495', '1.8985', '2.9532']","['PI SPOT-WITH PAR', 'LIGHT METAL', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET']","['0.9999', '5.8806', '1.4209', '6.0624', '3.9191']","['CF', 'TFT']","['0.9999', '3.5651']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B57J5UB-1-3.jpg,TFT,TFT,0.9997,UP,NP,0.4918,POLYMER,PV-HOLE-T,0.7895,"['NP', 'INT', 'UP', 'OP']","['0.7895', '0.1681', '0.0399', '0.0022']","['PV-HOLE-T', 'ESD', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.4918', '0.1819', '0.1573', '0.1037', '0.0320']","['TFT', 'CF']","['0.9997', '0.0002']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4S74HH-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.6551,POLYMER,PI SPOT-WITH PAR,0.9019,"['UP', 'NP', 'OP', 'INT']","['0.9019', '0.0969', '0.0010', '9.8962']","['PI SPOT-WITH PAR', 'PV-HOLE-T', 'ITO-RESIDUE-T', 'FIBER', 'POLYMER']","['0.6551', '0.1939', '0.1315', '0.0107', '0.0073']","['TFT', 'CF']","['0.9999', '6.1029']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BBVK6WE-1-3.jpg,TFT,TFT,0.9996,UP,NP,0.8067,FIBER,PV-HOLE-T,0.9629,"['NP', 'UP', 'OP', 'INT']","['0.9629', '0.0330', '0.0039', '3.9821']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'AS-RESIDUE-E']","['0.8067', '0.1249', '0.0283', '0.0164', '0.0101']","['TFT', 'CF']","['0.9996', '0.0003']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B58Q0PG-1-3.jpg,TFT,TFT,0.9995,UP,UP,0.4495,POLYMER,PI SPOT-WITH PAR,0.9892,"['UP', 'NP', 'OP', 'INT']","['0.9892', '0.0060', '0.0046', '1.0308']","['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.4495', '0.3052', '0.2300', '0.0104', '0.0021']","['TFT', 'CF']","['0.9995', '0.0004']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5AR9JS-1-3.jpg,TFT,TFT,0.9998,NP,NP,0.6723,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9954,"['NP', 'UP', 'OP', 'INT']","['0.9954', '0.0036', '0.0008', '4.7043']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'CF PS DEFORMATION']","['0.6723', '0.2225', '0.0687', '0.0222', '0.0047']","['TFT', 'CF']","['0.9998', '0.0001']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B27R6MA-1-1.jpg,TFT,TFT,0.9938,INT,NP,0.6219,ESD,M1-ABNORMAL,0.8054,"['NP', 'UP', 'INT', 'OP']","['0.8054', '0.1582', '0.0351', '0.0011']","['M1-ABNORMAL', 'ESD', 'GLASS BROKEN', 'PV-HOLE-T', 'CF DEFECT']","['0.6219', '0.0761', '0.0743', '0.0723', '0.0693']","['TFT', 'CF']","['0.9938', '0.0061']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4U77LL-1-5.jpg,CF,CF,0.9999,UP,NP,0.9804,PI SPOT-WITH PAR,CF REPAIR FAIL,0.9864,"['NP', 'OP', 'UP', 'INT']","['0.9864', '0.0132', '0.0003', '1.3483']","['CF REPAIR FAIL', 'CF DEFECT', 'POLYMER', 'PI SPOT-WITH PAR', 'FIBER']","['0.9804', '0.0138', '0.0051', '0.0002', '0.0001']","['CF', 'TFT']","['0.9999', '2.0435']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B4TB6QD-1-3.jpg,CF,CF,0.9991,OP,NP,0.2352,GLASS CULLET,POLYMER,0.5040,"['NP', 'OP', 'UP', 'INT']","['0.5040', '0.3529', '0.1400', '0.0029']","['POLYMER', 'CF DEFECT', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR', 'GLASS CULLET']","['0.2352', '0.2257', '0.2192', '0.1648', '0.0904']","['CF', 'TFT']","['0.9991', '0.0008']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4WZ83A-1-3.jpg,TFT,TFT,0.9990,NP,UP,0.9039,PV-HOLE-T,PI SPOT-WITH PAR,0.8762,"['UP', 'NP', 'OP', 'INT']","['0.8762', '0.1234', '0.0002', '0.0001']","['PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'CF DEFECT', 'ITO-RESIDUE-T']","['0.9039', '0.0416', '0.0324', '0.0093', '0.0061']","['TFT', 'CF']","['0.9990', '0.0009']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B4VE9XC-1-3.jpg,TFT,TFT,0.9999,OP,NP,0.9138,POLYMER,PV-HOLE-T,0.5814,"['NP', 'UP', 'INT', 'OP']","['0.5814', '0.2249', '0.1423', '0.0512']","['PV-HOLE-T', 'POLYMER', 'GLASS BROKEN', 'FIBER', 'PI SPOT-WITH PAR']","['0.9138', '0.0641', '0.0142', '0.0060', '0.0013']","['TFT', 'CF']","['0.9999', '9.5277']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5B092M-1-3.jpg,TFT,TFT,0.9899,UP,UP,0.9103,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9674,"['UP', 'NP', 'OP', 'INT']","['0.9674', '0.0309', '0.0014', '0.0001']","['PI SPOT-WITH PAR', 'FIBER', 'CF REPAIR FAIL', 'POLYMER', 'PV-HOLE-T']","['0.9103', '0.0284', '0.0257', '0.0210', '0.0047']","['TFT', 'CF']","['0.9899', '0.0100']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B54T64R-1-3.jpg,CF,CF,0.9999,UP,UP,0.9511,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9050,"['UP', 'NP', 'OP', 'INT']","['0.9050', '0.0946', '0.0003', '4.8917']","['PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'LIGHT METAL']","['0.9511', '0.0216', '0.0162', '0.0099', '0.0006']","['CF', 'TFT']","['0.9999', '7.1279']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5622TH-1-3.jpg,CF,CF,0.9999,OP,OP,0.9937,FIBER,FIBER,0.9998,"['OP', 'NP', 'UP', 'INT']","['0.9998', '9.7450', '5.6813', '1.7955']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']","['0.9937', '0.0055', '0.0006', '3.7203', '3.4032']","['CF', 'TFT']","['0.9999', '3.1639']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B6135JA-1-3.jpg,CF,CF,0.9999,NP,NP,0.9209,CF REPAIR FAIL,CF REPAIR FAIL,0.9999,"['NP', 'OP', 'UP', 'INT']","['0.9999', '4.4561', '1.8705', '5.8311']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'GLASS CULLET', 'PI SPOT-WITH PAR']","['0.9209', '0.0787', '0.0002', '5.9606', '9.6790']","['CF', 'TFT']","['0.9999', '2.1860']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VV1UB-1-3.jpg,CF,CF,0.9999,NP,NP,0.9537,CF DEFECT,CF REPAIR FAIL,0.9996,"['NP', 'OP', 'UP', 'INT']","['0.9996', '0.0003', '9.3416', '5.7964']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.9537', '0.0455', '0.0005', '0.0001', '3.4535']","['CF', 'TFT']","['0.9999', '4.5092']"
/home/orin/L5C_CellFMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B12Z2AF-1-3.jpg,TFT,TFT,0.9999,UP,UP,0.8777,FIBER,FIBER,0.9812,"['UP', 'NP', 'OP', 'INT']","['0.9812', '0.0181', '0.0005', '7.3423']","['FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER']","['0.8777', '0.1116', '0.0059', '0.0019', '0.0012']","['TFT', 'CF']","['0.9999', '8.1432']"
