ImagePath,Layer_1_True,Layer_1_ans,Layer_1_conf,Layer_2_True,Layer_2_ans,Layer_2_conf,sub_class,sub_conf,super_class,super_conf
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B24K2CM-1-3.jpg,UP,UP,0.9988,LIGHT METAL,LIGHT METAL,0.9975,"['LIGHT METAL', 'POLYMER', 'GLASS CULLET', 'CF DEFECT', 'PI SPOT-WITH PAR']","['0.9975', '0.0008', '0.0007', '0.0005', '0.0001']","['UP', 'OP', 'NP', 'INT']","['0.9988', '0.0005', '0.0005', '7.7490']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B57J2MH-1-3.jpg,UP,UP,0.9852,FIBER,FIBER,0.6076,"['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'AS-RESIDUE-E', 'PV-HOLE-T']","['0.6076', '0.2997', '0.0841', '0.0045', '0.0020']","['UP', 'OP', 'NP', 'INT']","['0.9852', '0.0132', '0.0013', '3.8556']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B57R3AC-1-3.jpg,UP,UP,0.9999,POLYMER,PI SPOT-WITH PAR,0.9752,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'PV-HOLE-T', 'ESD']","['0.9752', '0.0225', '0.0017', '0.0004', '3.7896']","['UP', 'NP', 'OP', 'INT']","['0.9999', '2.3130', '9.4436', '2.8828']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4WZ94E-1-3.jpg,NP,NP,0.6408,CF DEFECT,CF DEFECT,0.9216,"['CF DEFECT', 'GLASS CULLET', 'POLYMER', 'CF REPAIR FAIL', 'CF PS DEFORMATION']","['0.9216', '0.0635', '0.0096', '0.0046', '0.0002']","['NP', 'OP', 'UP', 'INT']","['0.6408', '0.3581', '0.0009', '6.7520']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VV2UA-1-3.jpg,NP,NP,0.9334,CF PS DEFORMATION,CF PS DEFORMATION,0.7414,"['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'POLYMER', 'GLASS CULLET']","['0.7414', '0.1717', '0.0483', '0.0267', '0.0084']","['NP', 'OP', 'UP', 'INT']","['0.9334', '0.0663', '0.0001', '2.9301']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5AR8TA-1-3.jpg,OP,OP,0.9997,POLYMER,GLASS CULLET,0.5866,"['GLASS CULLET', 'POLYMER', 'FIBER', 'CF DEFECT', 'CF REPAIR FAIL']","['0.5866', '0.4071', '0.0041', '0.0015', '0.0003']","['OP', 'NP', 'UP', 'INT']","['0.9997', '0.0002', '3.6365', '6.5121']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B15C8PC-1-3.jpg,UP,OP,0.6112,LIGHT METAL,LIGHT METAL,0.4788,"['LIGHT METAL', 'GLASS CULLET', 'POLYMER', 'CF DEFECT', 'CF REPAIR FAIL']","['0.4788', '0.4510', '0.0467', '0.0186', '0.0023']","['OP', 'UP', 'NP', 'INT']","['0.6112', '0.3735', '0.0150', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B52E4BB-1-3.jpg,OP,UP,0.8187,POLYMER,POLYMER,0.6119,"['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.6119', '0.1655', '0.1567', '0.0626', '0.0018']","['UP', 'OP', 'NP', 'INT']","['0.8187', '0.1419', '0.0392', '1.9045']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_H3M22MA-1-3.jpg,UP,UP,0.9520,POLYMER,POLYMER,0.9207,"['POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'FIBER', 'M1-ABNORMAL']","['0.9207', '0.0606', '0.0124', '0.0030', '0.0025']","['UP', 'NP', 'OP', 'INT']","['0.9520', '0.0307', '0.0172', '1.8996']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4WZ8LC-1-3.jpg,NP,UP,0.9766,PV-HOLE-T,PI SPOT-WITH PAR,0.9657,"['PI SPOT-WITH PAR', 'FIBER', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'POLYMER']","['0.9657', '0.0096', '0.0083', '0.0081', '0.0050']","['UP', 'NP', 'OP', 'INT']","['0.9766', '0.0228', '0.0002', '0.0001']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5CR9NS-1-3.jpg,UP,UP,0.9570,POLYMER,PI SPOT-WITH PAR,0.8464,"['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'ITO-RESIDUE-T', 'LIGHT METAL']","['0.8464', '0.0932', '0.0392', '0.0059', '0.0052']","['UP', 'OP', 'NP', 'INT']","['0.9570', '0.0362', '0.0062', '0.0005']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4MA9YD-1-3.jpg,UP,UP,0.9310,POLYMER,POLYMER,0.9859,"['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'LIGHT METAL', 'PV-HOLE-T']","['0.9859', '0.0079', '0.0061', '2.0065', '6.9834']","['UP', 'OP', 'NP', 'INT']","['0.9310', '0.0689', '6.0257', '1.5187']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B6214RH-1-3.jpg,OP,OP,0.9997,POLYMER,POLYMER,0.9853,"['POLYMER', 'GLASS CULLET', 'CF DEFECT', 'PV-HOLE-T', 'CF REPAIR FAIL']","['0.9853', '0.0144', '6.8031', '3.5977', '2.3370']","['OP', 'NP', 'INT', 'UP']","['0.9997', '0.0001', '1.5357', '3.6903']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B62W3NA-1-3.jpg,NP,NP,0.8724,M1-ABNORMAL,ITO-RESIDUE-T,0.5547,"['ITO-RESIDUE-T', 'M1-ABNORMAL', 'POLYMER', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.5547', '0.2344', '0.1248', '0.0437', '0.0290']","['NP', 'OP', 'UP', 'INT']","['0.8724', '0.1135', '0.0140', '4.1716']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_B4QS23N-1-3.jpg,UP,UP,0.9995,LIGHT METAL,LIGHT METAL,0.9993,"['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'PI SPOT-WITH PAR', 'POLYMER']","['0.9993', '0.0002', '0.0001', '0.0001', '8.5564']","['UP', 'NP', 'OP', 'INT']","['0.9995', '0.0003', '0.0001', '4.8142']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B57J5UB-1-3.jpg,UP,UP,0.9592,POLYMER,POLYMER,0.8331,"['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'PV-HOLE-T']","['0.8331', '0.0810', '0.0461', '0.0258', '0.0084']","['UP', 'NP', 'OP', 'INT']","['0.9592', '0.0233', '0.0173', '1.3134']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4S74HH-1-3.jpg,UP,UP,0.9572,POLYMER,PI SPOT-WITH PAR,0.5130,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'PV-HOLE-T', 'ITO-RESIDUE-T']","['0.5130', '0.2814', '0.1002', '0.0786', '0.0224']","['UP', 'NP', 'OP', 'INT']","['0.9572', '0.0235', '0.0192', '1.0508']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5B01VT-1-3.jpg,NP,NP,0.9988,AS-RESIDUE-E,AS-RESIDUE-E,0.8846,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'POLYMER']","['0.8846', '0.1102', '0.0027', '0.0014', '0.0007']","['NP', 'OP', 'UP', 'INT']","['0.9988', '0.0009', '0.0002', '3.0417']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BBVK6WE-1-3.jpg,UP,NP,0.9874,FIBER,AS-RESIDUE-E,0.9925,"['AS-RESIDUE-E', 'PV-HOLE-T', 'POLYMER', 'ITO-RESIDUE-T', 'M1-ABNORMAL']","['0.9925', '0.0043', '0.0021', '0.0008', '8.0502']","['NP', 'OP', 'UP', 'INT']","['0.9874', '0.0115', '0.0010', '3.9401']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B58Q0PG-1-3.jpg,UP,OP,0.7905,POLYMER,POLYMER,0.9962,"['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'PV-HOLE-T']","['0.9962', '0.0025', '0.0009', '0.0001', '0.0001']","['OP', 'UP', 'NP', 'INT']","['0.7905', '0.2034', '0.0059', '2.8611']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5AR9JS-1-3.jpg,NP,NP,0.8072,ITO-RESIDUE-T,ITO-RESIDUE-T,0.9114,"['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T']","['0.9114', '0.0275', '0.0269', '0.0233', '0.0073']","['NP', 'UP', 'OP', 'INT']","['0.8072', '0.1237', '0.0689', '6.8614']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B27R6MA-1-1.jpg,INT,NP,0.9855,ESD,AS-RESIDUE-E,0.8991,"['AS-RESIDUE-E', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'POLYMER']","['0.8991', '0.0853', '0.0090', '0.0040', '0.0009']","['NP', 'INT', 'UP', 'OP']","['0.9855', '0.0094', '0.0036', '0.0012']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B4TB6QD-1-3.jpg,OP,NP,0.4885,GLASS CULLET,POLYMER,0.4237,"['POLYMER', 'CF DEFECT', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL', 'GLASS CULLET']","['0.4237', '0.3719', '0.0749', '0.0713', '0.0283']","['NP', 'OP', 'UP', 'INT']","['0.4885', '0.3931', '0.1163', '0.0019']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4WZ83A-1-3.jpg,NP,UP,0.9807,PV-HOLE-T,PI SPOT-WITH PAR,0.4687,"['PI SPOT-WITH PAR', 'FIBER', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'POLYMER']","['0.4687', '0.4272', '0.0845', '0.0086', '0.0040']","['UP', 'NP', 'OP', 'INT']","['0.9807', '0.0187', '0.0004', '5.7817']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B4VE9XC-1-3.jpg,OP,NP,0.7649,POLYMER,PV-HOLE-T,0.7273,"['PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER', 'PI SPOT-WITH PAR', 'FIBER']","['0.7273', '0.1233', '0.0661', '0.0575', '0.0124']","['NP', 'UP', 'INT', 'OP']","['0.7649', '0.2037', '0.0175', '0.0137']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B5853CF-1-3.jpg,NP,NP,0.9515,AS-RESIDUE-E,AS-RESIDUE-E,0.9868,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'POLYMER', 'M1-ABNORMAL', 'PV-HOLE-T']","['0.9868', '0.0076', '0.0023', '0.0015', '0.0012']","['NP', 'OP', 'UP', 'INT']","['0.9515', '0.0408', '0.0075', '8.5846']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5B092M-1-3.jpg,UP,UP,0.9937,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9568,"['PI SPOT-WITH PAR', 'POLYMER', 'FIBER', 'CF REPAIR FAIL', 'LIGHT METAL']","['0.9568', '0.0209', '0.0111', '0.0039', '0.0038']","['UP', 'NP', 'OP', 'INT']","['0.9937', '0.0057', '0.0004', '5.3111']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B54T64R-1-3.jpg,UP,UP,0.9869,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9762,"['PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'LIGHT METAL']","['0.9762', '0.0107', '0.0080', '0.0031', '0.0014']","['UP', 'NP', 'OP', 'INT']","['0.9869', '0.0129', '6.4455', '3.6046']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5622TH-1-3.jpg,OP,OP,0.9994,FIBER,FIBER,0.9990,"['FIBER', 'POLYMER', 'GLASS CULLET', 'M1-ABNORMAL', 'CF REPAIR FAIL']","['0.9990', '0.0005', '0.0003', '3.6747', '3.6304']","['OP', 'UP', 'NP', 'INT']","['0.9994', '0.0003', '0.0002', '1.1918']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B59S3CT-1-3.jpg,NP,NP,0.9929,AS-RESIDUE-E,AS-RESIDUE-E,0.9506,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['0.9506', '0.0439', '0.0032', '0.0011', '0.0010']","['NP', 'OP', 'UP', 'INT']","['0.9929', '0.0066', '0.0004', '2.2067']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B6135JA-1-3.jpg,NP,NP,0.9980,CF REPAIR FAIL,CF REPAIR FAIL,0.9626,"['CF REPAIR FAIL', 'CF DEFECT', 'GLASS CULLET', 'M1-ABNORMAL', 'POLYMER']","['0.9626', '0.0367', '0.0002', '0.0001', '6.6778']","['NP', 'OP', 'UP', 'INT']","['0.9980', '0.0018', '9.6354', '3.2687']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4VV1UB-1-3.jpg,NP,NP,0.9677,CF DEFECT,CF DEFECT,0.9817,"['CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'CF PS DEFORMATION', 'POLYMER']","['0.9817', '0.0117', '0.0049', '0.0008', '0.0007']","['NP', 'OP', 'UP', 'INT']","['0.9677', '0.0321', '5.7911', '7.5376']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B12Z2AF-1-3.jpg,UP,UP,0.9917,FIBER,FIBER,0.8431,"['FIBER', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'ITO-RESIDUE-T', 'POLYMER']","['0.8431', '0.1215', '0.0184', '0.0114', '0.0033']","['UP', 'NP', 'OP', 'INT']","['0.9917', '0.0074', '0.0008', '2.0694']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5C91GD-1-3.jpg,NP,NP,0.9911,ITO-RESIDUE-T,ITO-RESIDUE-T,0.8223,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['0.8223', '0.1335', '0.0196', '0.0183', '0.0048']","['NP', 'OP', 'UP', 'INT']","['0.9911', '0.0069', '0.0018', '1.2147']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5CV42A-1-3.jpg,NP,NP,0.7271,PV-HOLE-T,ITO-RESIDUE-T,0.4572,"['ITO-RESIDUE-T', 'M1-ABNORMAL', 'POLYMER', 'PI SPOT-WITH PAR', 'PV-HOLE-T']","['0.4572', '0.3550', '0.0667', '0.0487', '0.0317']","['NP', 'UP', 'OP', 'INT']","['0.7271', '0.2487', '0.0240', '7.3568']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B6244AB-1-1.jpg,INT,INT,0.9999,ESD,ESD,0.9995,"['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'CF PS DEFORMATION']","['0.9995', '0.0004', '1.3694', '6.4021', '3.8773']","['INT', 'NP', 'UP', 'OP']","['0.9999', '9.5502', '8.8861', '1.8439']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B5CG0SG-1-3.jpg,OP,OP,0.9959,GLASS CULLET,POLYMER,0.5955,"['POLYMER', 'GLASS CULLET', 'FIBER', 'CF DEFECT', 'CF REPAIR FAIL']","['0.5955', '0.3917', '0.0073', '0.0020', '0.0016']","['OP', 'NP', 'UP', 'INT']","['0.9959', '0.0033', '0.0006', '4.3263']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VE3AF-1-3.jpg,NP,NP,0.9961,CF PS DEFORMATION,CF PS DEFORMATION,0.9923,"['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'AS-RESIDUE-E']","['0.9923', '0.0069', '0.0004', '0.0001', '5.9888']","['NP', 'OP', 'INT', 'UP']","['0.9961', '0.0034', '0.0002', '0.0002']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B4X00RD-1-3.jpg,OP,OP,0.9998,POLYMER,POLYMER,0.9986,"['POLYMER', 'GLASS CULLET', 'PV-HOLE-T', 'AS-RESIDUE-E', 'FIBER']","['0.9986', '0.0012', '6.8917', '4.0963', '3.1267']","['OP', 'NP', 'UP', 'INT']","['0.9998', '0.0001', '5.1342', '1.1037']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B4RG3CS-1-3.jpg,NP,NP,0.9976,ITO-RESIDUE-T,ITO-RESIDUE-T,0.5309,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL']","['0.5309', '0.4660', '0.0013', '0.0006', '0.0005']","['NP', 'UP', 'OP', 'INT']","['0.9976', '0.0016', '0.0006', '1.5599']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B57S0CT-1-3.jpg,UP,UP,0.9993,PI SPOT-WITH PAR,PI SPOT-WITH PAR,0.9932,"['PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'FIBER', 'ITO-RESIDUE-T']","['0.9932', '0.0058', '0.0004', '0.0003', '6.3473']","['UP', 'NP', 'OP', 'INT']","['0.9993', '0.0004', '0.0002', '3.0495']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B51D9YP-1-3.jpg,OP,OP,0.9998,GLASS CULLET,POLYMER,0.9199,"['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'CF DEFECT']","['0.9199', '0.0717', '0.0080', '0.0001', '5.2020']","['OP', 'NP', 'UP', 'INT']","['0.9998', '0.0001', '9.2657', '1.6202']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B57R5JD-1-3.jpg,NP,NP,0.6931,ITO-RESIDUE-T,ITO-RESIDUE-T,0.8645,"['ITO-RESIDUE-T', 'POLYMER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'PV-HOLE-T']","['0.8645', '0.0671', '0.0523', '0.0077', '0.0045']","['NP', 'OP', 'UP', 'INT']","['0.6931', '0.2754', '0.0314', '7.8222']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B28G5XC-1-3.jpg,UP,NP,0.9066,PI SPOT-WITH PAR,CF DEFECT,0.8836,"['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'LIGHT METAL']","['0.8836', '0.0608', '0.0332', '0.0170', '0.0024']","['NP', 'UP', 'OP', 'INT']","['0.9066', '0.0911', '0.0020', '0.0002']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4UJ6BE-1-3.jpg,UP,UP,0.9951,POLYMER,PI SPOT-WITH PAR,0.6073,"['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'AS-RESIDUE-E']","['0.6073', '0.2344', '0.1475', '0.0065', '0.0021']","['UP', 'NP', 'OP', 'INT']","['0.9951', '0.0032', '0.0015', '8.1818']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5BK6FF-1-3.jpg,NP,NP,0.9950,ITO-RESIDUE-T,ITO-RESIDUE-T,0.6619,"['ITO-RESIDUE-T', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T', 'POLYMER']","['0.6619', '0.2106', '0.0975', '0.0229', '0.0060']","['NP', 'OP', 'UP', 'INT']","['0.9950', '0.0041', '0.0008', '2.5754']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B56Y9HN-1-3.jpg,OP,OP,0.9998,GLASS CULLET,POLYMER,0.7608,"['POLYMER', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL', 'M1-ABNORMAL']","['0.7608', '0.2141', '0.0242', '0.0004', '0.0001']","['OP', 'NP', 'UP', 'INT']","['0.9998', '0.0001', '1.6607', '7.4960']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B50J7ZC-1-3.jpg,NP,NP,0.9592,ITO-RESIDUE-T,AS-RESIDUE-E,0.5319,"['AS-RESIDUE-E', 'ITO-RESIDUE-T', 'POLYMER', 'M1-ABNORMAL', 'PV-HOLE-T']","['0.5319', '0.4400', '0.0217', '0.0040', '0.0016']","['NP', 'OP', 'UP', 'INT']","['0.9592', '0.0384', '0.0022', '2.8449']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B4X28YB-1-3.jpg,NP,NP,0.5752,ITO-RESIDUE-T,ITO-RESIDUE-T,0.6770,"['ITO-RESIDUE-T', 'POLYMER', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'PV-HOLE-T']","['0.6770', '0.2232', '0.0570', '0.0308', '0.0069']","['NP', 'OP', 'UP', 'INT']","['0.5752', '0.3116', '0.1131', '6.9945']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS BROKEN@INT@TFT@Cell_B4SQ5TD-1-3.jpg,INT,INT,0.9999,GLASS BROKEN,ESD,0.9720,"['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T']","['0.9720', '0.0268', '0.0010', '5.3109', '2.0865']","['INT', 'NP', 'UP', 'OP']","['0.9999', '1.6232', '2.8143', '2.1455']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5AN1KR-1-3.jpg,UP,UP,0.9377,PI SPOT-WITH PAR,POLYMER,0.5520,"['POLYMER', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'FIBER', 'AS-RESIDUE-E']","['0.5520', '0.2221', '0.2066', '0.0119', '0.0057']","['UP', 'NP', 'OP', 'INT']","['0.9377', '0.0542', '0.0080', '2.9408']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B51D81F-1-3.jpg,OP,OP,0.7064,GLASS CULLET,CF DEFECT,0.5749,"['CF DEFECT', 'GLASS CULLET', 'POLYMER', 'CF REPAIR FAIL', 'LIGHT METAL']","['0.5749', '0.4078', '0.0100', '0.0043', '0.0014']","['OP', 'NP', 'UP', 'INT']","['0.7064', '0.2913', '0.0019', '0.0003']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/LIGHT METAL@UP@CF@Cell_H1G06AF-1-3.jpg,UP,UP,0.9939,LIGHT METAL,LIGHT METAL,0.9906,"['LIGHT METAL', 'GLASS CULLET', 'CF DEFECT', 'POLYMER', 'CF REPAIR FAIL']","['0.9906', '0.0050', '0.0025', '0.0014', '0.0001']","['UP', 'OP', 'NP', 'INT']","['0.9939', '0.0037', '0.0022', '1.8677']"
/home/orin/L5C_CellFMA/Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B59E0GC-1-3.jpg,NP,NP,0.9496,CF DEFECT,CF DEFECT,0.9171,"['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']","['0.9171', '0.0517', '0.0166', '0.0097', '0.0041']","['NP', 'OP', 'UP', 'INT']","['0.9496', '0.0502', '5.0700', '3.0195']"
