ImagePath,super_conf,super_class,sub_conf,sub_class,subtwo_conf,subtwo_class,Layer_1_ans,Layer_1_conf,Layer_2_ans,Layer_2_conf,Layer_3_ans,Layer_3_conf,Layer_1_True,Layer_2_True,Layer_3_True
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B68P8TJ-1-5.jpg,"['0.9999', '1.1859']","['TFT', 'CF']","['0.9994', '0.0004', '0.0001', '4.3430']","['NP', 'INT', 'OP', 'UP']","['0.9950', '0.0035', '0.0012', '3.9538', '2.4529']","['AS-RESIDUE-E', 'PV-HOLE-T', 'M1-ABNORMAL', 'ITO-RESIDUE-T', 'GLASS BROKEN']",TFT,0.9999,NP,0.9950,AS-RESIDUE-E,0.9994,TFT,NP,AS-RESIDUE-E
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_BAMT9ME-1-3.jpg,"['1.0', '6.4763']","['TFT', 'CF']","['0.9999', '2.2695', '6.8811', '4.3556']","['NP', 'INT', 'UP', 'OP']","['0.9998', '8.0639', '4.8925', '2.9038', '1.3823']","['M1-ABNORMAL', 'GLASS BROKEN', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'AS-RESIDUE-E']",TFT,1.0,NP,0.9998,M1-ABNORMAL,0.9999,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B3774NG-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.9941', '0.0052', '0.0003', '0.0002']","['NP', 'OP', 'UP', 'INT']","['0.6782', '0.2378', '0.0520', '0.0227', '0.0053']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'CF PS DEFORMATION']",TFT,0.9998,NP,0.6782,ITO-RESIDUE-T,0.9941,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B60K3SK-1-3.jpg,"['1.0', '8.3681']","['CF', 'TFT']","['0.9997', '0.0002', '7.4808', '6.4127']","['NP', 'OP', 'UP', 'INT']","['0.9998', '8.1766', '3.6731', '2.7172', '2.6010']","['CF REPAIR FAIL', 'CF DEFECT', 'FIBER', 'POLYMER', 'CF PS DEFORMATION']",CF,1.0,NP,0.9998,CF REPAIR FAIL,0.9997,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4WZ83A-1-3.jpg,"['0.9999', '1.1485']","['TFT', 'CF']","['0.9906', '0.0087', '0.0006', '7.1359']","['NP', 'UP', 'OP', 'INT']","['0.5513', '0.3647', '0.0426', '0.0340', '0.0056']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'POLYMER']",TFT,0.9999,NP,0.5513,ITO-RESIDUE-T,0.9906,TFT,NP,PV-HOLE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B21Z2UG-1-3.jpg,"['0.9999', '9.4070']","['TFT', 'CF']","['0.9968', '0.0024', '0.0006', '4.2621']","['OP', 'UP', 'NP', 'INT']","['0.8931', '0.1015', '0.0046', '0.0005', '6.0197']","['POLYMER', 'FIBER', 'AS-RESIDUE-E', 'M1-ABNORMAL', 'PV-HOLE-T']",TFT,0.9999,OP,0.8931,POLYMER,0.9968,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H5E52AH-1-3.jpg,"['0.9999', '2.7299']","['TFT', 'CF']","['0.9808', '0.0152', '0.0036', '0.0002']","['UP', 'INT', 'OP', 'NP']","['0.9904', '0.0089', '0.0002', '0.0001', '0.0001']","['PI SPOT-WITH PAR', 'GLASS BROKEN', 'FIBER', 'ESD', 'POLYMER']",TFT,0.9999,UP,0.9904,PI SPOT-WITH PAR,0.9808,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B61V7DK-1-3.jpg,"['0.9999', '1.1622']","['CF', 'TFT']","['0.9999', '4.2174', '1.1497', '9.2424']","['NP', 'UP', 'OP', 'INT']","['0.9983', '0.0009', '0.0006', '2.7692', '2.1469']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'PI SPOT-WITH PAR', 'FIBER']",CF,0.9999,NP,0.9983,CF REPAIR FAIL,0.9999,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B6197YQ-1-3.jpg,"['0.9999', '5.0799']","['TFT', 'CF']","['0.9965', '0.0029', '0.0003', '6.1190']","['UP', 'NP', 'OP', 'INT']","['0.7758', '0.2176', '0.0042', '0.0013', '0.0004']","['PI SPOT-WITH PAR', 'POLYMER', 'PV-HOLE-T', 'CF REPAIR FAIL', 'ESD']",TFT,0.9999,UP,0.7758,PI SPOT-WITH PAR,0.9965,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/AS-RESIDUE-E@NP@TFT@Array_B68P8TJ-1-4.jpg,"['1.0', '6.0570']","['TFT', 'CF']","['0.9319', '0.0680', '3.9313', '9.7319']","['INT', 'NP', 'OP', 'UP']","['0.5666', '0.4102', '0.0217', '0.0012', '9.5490']","['ESD', 'M1-ABNORMAL', 'GLASS BROKEN', 'AS-RESIDUE-E', 'ITO-RESIDUE-T']",TFT,1.0,INT,0.5666,ESD,0.9319,TFT,NP,AS-RESIDUE-E
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B5B11KT-1-3.jpg,"['1.0', '3.3451']","['TFT', 'CF']","['0.8026', '0.1686', '0.0281', '0.0005']","['OP', 'NP', 'UP', 'INT']","['0.9724', '0.0166', '0.0059', '0.0022', '0.0018']","['POLYMER', 'PV-HOLE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'FIBER']",TFT,1.0,OP,0.9724,POLYMER,0.8026,TFT,NP,PV-HOLE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_BCZP9ZM-2-3.jpg,"['0.9999', '3.7974']","['TFT', 'CF']","['0.7704', '0.2278', '0.0017', '2.6409']","['OP', 'UP', 'NP', 'INT']","['0.6677', '0.3291', '0.0027', '0.0001', '8.3472']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'PV-HOLE-T']",TFT,0.9999,OP,0.6677,POLYMER,0.7704,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF PS DEFORMATION@NP@CF@CF_B4VE21B-2-3.jpg,"['0.9999', '2.0036']","['CF', 'TFT']","['0.9994', '0.0005', '1.7053', '3.0372']","['NP', 'OP', 'UP', 'INT']","['0.9918', '0.0075', '0.0004', '0.0001', '7.0263']","['CF PS DEFORMATION', 'CF DEFECT', 'CF REPAIR FAIL', 'GLASS CULLET', 'M1-ABNORMAL']",CF,0.9999,NP,0.9918,CF PS DEFORMATION,0.9994,CF,NP,CF PS DEFORMATION
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B27Q5N1-1-1.jpg,"['0.9999', '2.7285']","['TFT', 'CF']","['1.0', '3.6815', '2.4300', '4.7153']","['INT', 'OP', 'NP', 'UP']","['0.9997', '0.0002', '1.1691', '6.3891', '2.3684']","['GLASS BROKEN', 'ESD', 'M1-ABNORMAL', 'GLASS CULLET', 'AS-RESIDUE-E']",TFT,0.9999,INT,0.9997,GLASS BROKEN,1.0,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B4X00QF-1-3.jpg,"['0.9999', '3.0062']","['TFT', 'CF']","['0.9942', '0.0048', '0.0005', '0.0004']","['NP', 'INT', 'OP', 'UP']","['0.9844', '0.0071', '0.0028', '0.0018', '0.0017']","['PV-HOLE-T', 'AS-RESIDUE-E', 'POLYMER', 'M1-ABNORMAL', 'GLASS BROKEN']",TFT,0.9999,NP,0.9844,PV-HOLE-T,0.9942,TFT,UP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B8617TH-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.9365', '0.0443', '0.0190', '1.6951']","['OP', 'UP', 'NP', 'INT']","['0.9406', '0.0463', '0.0093', '0.0016', '0.0016']","['POLYMER', 'FIBER', 'PV-HOLE-T', 'GLASS CULLET', 'PI SPOT-WITH PAR']",TFT,0.9998,OP,0.9406,POLYMER,0.9365,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_B5DF22R-1-3.jpg,"['0.9999', '3.3998']","['TFT', 'CF']","['0.9727', '0.0156', '0.0111', '0.0004']","['OP', 'UP', 'NP', 'INT']","['0.9285', '0.0593', '0.0039', '0.0037', '0.0016']","['POLYMER', 'M1-ABNORMAL', 'FIBER', 'PI SPOT-WITH PAR', 'PV-HOLE-T']",TFT,0.9999,OP,0.9285,POLYMER,0.9727,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF DEFECT@NP@CF@CF_B4U61PE-1-3.jpg,"['0.9999', '4.7013']","['CF', 'TFT']","['0.9999', '1.1482', '9.9847', '1.0202']","['NP', 'UP', 'OP', 'INT']","['0.9998', '7.4314', '5.2399', '8.6465', '3.7335']","['CF DEFECT', 'CF REPAIR FAIL', 'CF PS DEFORMATION', 'GLASS CULLET', 'POLYMER']",CF,0.9999,NP,0.9998,CF DEFECT,0.9999,CF,NP,CF DEFECT
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H1CV5BF-1-3.jpg,"['0.9999', '5.7210']","['TFT', 'CF']","['0.9799', '0.0192', '0.0007', '2.1690']","['NP', 'UP', 'OP', 'INT']","['0.9694', '0.0157', '0.0078', '0.0027', '0.0016']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PI SPOT-WITH PAR', 'PV-HOLE-T', 'AS-RESIDUE-E']",TFT,0.9999,NP,0.9694,ITO-RESIDUE-T,0.9799,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4U62GC-1-3.jpg,"['0.9996', '0.0003']","['TFT', 'CF']","['0.9941', '0.0038', '0.0018', '0.0001']","['NP', 'UP', 'OP', 'INT']","['0.7182', '0.1610', '0.0873', '0.0158', '0.0052']","['ITO-RESIDUE-T', 'PV-HOLE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'CF PS DEFORMATION']",TFT,0.9996,NP,0.7182,ITO-RESIDUE-T,0.9941,TFT,NP,PV-HOLE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B59S53C-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.9944', '0.0053', '0.0001', '5.0827']","['NP', 'OP', 'UP', 'INT']","['0.7993', '0.1781', '0.0122', '0.0072', '0.0020']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'AS-RESIDUE-E', 'PV-HOLE-T', 'CF PS DEFORMATION']",TFT,0.9998,NP,0.7993,ITO-RESIDUE-T,0.9944,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B62W3NA-1-3.jpg,"['0.9999', '2.2093']","['TFT', 'CF']","['0.9995', '0.0004', '1.9154', '9.5940']","['NP', 'OP', 'INT', 'UP']","['0.9520', '0.0449', '0.0019', '0.0004', '0.0003']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'PV-HOLE-T', 'CF PS DEFORMATION', 'AS-RESIDUE-E']",TFT,0.9999,NP,0.9520,M1-ABNORMAL,0.9995,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ITO-RESIDUE-T@NP@TFT@Array_B5BK6FF-1-3.jpg,"['0.9999', '1.1521']","['TFT', 'CF']","['0.9986', '0.0008', '0.0004', '1.3510']","['NP', 'UP', 'OP', 'INT']","['0.8585', '0.1128', '0.0173', '0.0086', '0.0010']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']",TFT,0.9999,NP,0.8585,ITO-RESIDUE-T,0.9986,TFT,NP,ITO-RESIDUE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5622TH-1-3.jpg,"['0.9999', '8.4100']","['CF', 'TFT']","['0.9999', '1.2736', '4.3104', '8.6634']","['OP', 'UP', 'NP', 'INT']","['1.0', '9.1765', '1.4765', '1.7896', '8.0120']","['FIBER', 'POLYMER', 'GLASS CULLET', 'PI SPOT-WITH PAR', 'CF REPAIR FAIL']",CF,0.9999,OP,1.0,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_H5E56CC-1-3.jpg,"['0.9999', '1.3305']","['TFT', 'CF']","['0.9544', '0.0441', '0.0014', '2.9826']","['NP', 'UP', 'OP', 'INT']","['0.6230', '0.3109', '0.0451', '0.0106', '0.0075']","['PV-HOLE-T', 'ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'M1-ABNORMAL', 'AS-RESIDUE-E']",TFT,0.9999,NP,0.6230,PV-HOLE-T,0.9544,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B54J0HC-1-3.jpg,"['0.9999', '1.6162']","['CF', 'TFT']","['0.9999', '6.9331', '4.1073', '6.2191']","['OP', 'UP', 'NP', 'INT']","['0.9957', '0.0035', '0.0007', '8.3172', '8.1875']","['GLASS CULLET', 'POLYMER', 'FIBER', 'LIGHT METAL', 'CF REPAIR FAIL']",CF,0.9999,OP,0.9957,GLASS CULLET,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B59124M-1-3.jpg,"['0.9999', '1.4619']","['TFT', 'CF']","['0.7983', '0.1718', '0.0298', '1.6655']","['OP', 'UP', 'NP', 'INT']","['0.9320', '0.0321', '0.0212', '0.0132', '0.0005']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'PV-HOLE-T', 'GLASS CULLET']",TFT,0.9999,OP,0.9320,POLYMER,0.7983,TFT,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B32S1BD-1-1.jpg,"['1.0', '1.4206']","['TFT', 'CF']","['1.0', '8.1512', '4.5109', '2.5928']","['INT', 'NP', 'UP', 'OP']","['1.0', '2.0489', '5.7209', '2.3025', '8.7989']","['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'POLYMER', 'CF REPAIR FAIL']",TFT,1.0,INT,1.0,ESD,1.0,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B5CF1TN-1-3.jpg,"['1.0', '4.4005']","['CF', 'TFT']","['0.9999', '2.3391', '3.3228', '3.2906']","['OP', 'UP', 'NP', 'INT']","['0.9999', '3.7819', '6.3941', '3.8921', '6.4720']","['FIBER', 'GLASS CULLET', 'POLYMER', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,1.0,OP,0.9999,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B61F8LB-1-3.jpg,"['0.9996', '0.0003']","['CF', 'TFT']","['0.9993', '0.0006', '3.0010', '8.9442']","['OP', 'NP', 'INT', 'UP']","['0.9988', '0.0004', '0.0003', '0.0002', '4.1719']","['POLYMER', 'FIBER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF DEFECT']",CF,0.9996,OP,0.9988,POLYMER,0.9993,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@TFT@Cell_H5E52FC-1-3.jpg,"['0.9999', '1.7846']","['TFT', 'CF']","['0.9950', '0.0037', '0.0006', '0.0005']","['UP', 'OP', 'INT', 'NP']","['0.9962', '0.0015', '0.0014', '0.0005', '0.0002']","['PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'PV-HOLE-T', 'GLASS BROKEN']",TFT,0.9999,UP,0.9962,PI SPOT-WITH PAR,0.9950,TFT,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B5CW9NB-1-4.jpg,"['0.9999', '3.9980']","['TFT', 'CF']","['0.6343', '0.1912', '0.1410', '0.0334']","['INT', 'NP', 'OP', 'UP']","['0.9765', '0.0136', '0.0076', '0.0014', '0.0003']","['AS-RESIDUE-E', 'GLASS BROKEN', 'POLYMER', 'PV-HOLE-T', 'ESD']",TFT,0.9999,INT,0.9765,AS-RESIDUE-E,0.6343,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B81X1WG-1-3.jpg,"['0.9999', '8.0843']","['TFT', 'CF']","['0.9739', '0.0240', '0.0015', '0.0004']","['UP', 'INT', 'OP', 'NP']","['0.7655', '0.1276', '0.0838', '0.0197', '0.0026']","['FIBER', 'PI SPOT-WITH PAR', 'POLYMER', 'ESD', 'CF REPAIR FAIL']",TFT,0.9999,UP,0.7655,FIBER,0.9739,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B4S59QD-1-3.jpg,"['0.9999', '4.2496']","['CF', 'TFT']","['0.9999', '2.2895', '7.6828', '1.0566']","['OP', 'NP', 'UP', 'INT']","['0.9944', '0.0053', '0.0002', '6.0180', '2.6201']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.9944,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PV-HOLE-T@NP@TFT@Array_B4WZ8LC-1-3.jpg,"['0.9999', '1.5907']","['TFT', 'CF']","['0.9988', '0.0009', '0.0001', '1.2629']","['NP', 'UP', 'OP', 'INT']","['0.9657', '0.0136', '0.0107', '0.0063', '0.0019']","['ITO-RESIDUE-T', 'M1-ABNORMAL', 'PV-HOLE-T', 'AS-RESIDUE-E', 'PI SPOT-WITH PAR']",TFT,0.9999,NP,0.9657,ITO-RESIDUE-T,0.9988,TFT,NP,PV-HOLE-T
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/CF REPAIR FAIL@NP@CF@CF_B5AZ8MA-1-3.jpg,"['0.9999', '1.5034']","['CF', 'TFT']","['0.9999', '4.0015', '6.5626', '1.5805']","['NP', 'OP', 'UP', 'INT']","['0.9994', '0.0004', '4.0078', '1.9743', '7.4290']","['CF REPAIR FAIL', 'CF DEFECT', 'CF PS DEFORMATION', 'FIBER', 'PI SPOT-WITH PAR']",CF,0.9999,NP,0.9994,CF REPAIR FAIL,0.9999,CF,NP,CF REPAIR FAIL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/ESD@INT@TFT@Cell_B25X4MN-1-1.jpg,"['1.0', '7.2488']","['TFT', 'CF']","['1.0', '2.4717', '2.3022', '2.0072']","['INT', 'UP', 'OP', 'NP']","['1.0', '9.1212', '3.8646', '6.7720', '3.1012']","['ESD', 'GLASS BROKEN', 'M1-ABNORMAL', 'POLYMER', 'CF REPAIR FAIL']",TFT,1.0,INT,1.0,ESD,1.0,TFT,INT,ESD
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B57J2MH-1-3.jpg,"['0.9998', '0.0001']","['TFT', 'CF']","['0.9341', '0.0562', '0.0095', '2.9632']","['OP', 'UP', 'NP', 'INT']","['0.7510', '0.1563', '0.0605', '0.0149', '0.0072']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'ITO-RESIDUE-T', 'M1-ABNORMAL']",TFT,0.9998,OP,0.7510,POLYMER,0.9341,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@UP@TFT@Cell_B37G9FM-1-3.jpg,"['0.9983', '0.0016']","['TFT', 'CF']","['0.5549', '0.3135', '0.1308', '0.0006']","['NP', 'UP', 'OP', 'INT']","['0.7085', '0.1632', '0.0409', '0.0246', '0.0210']","['ITO-RESIDUE-T', 'PI SPOT-WITH PAR', 'FIBER', 'POLYMER', 'M1-ABNORMAL']",TFT,0.9983,NP,0.7085,ITO-RESIDUE-T,0.5549,TFT,UP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_CG3B51K4H0LD-1-3.jpg,"['1.0', '4.0616']","['TFT', 'CF']","['0.9957', '0.0040', '0.0001', '5.5347']","['OP', 'UP', 'NP', 'INT']","['0.9897', '0.0066', '0.0025', '0.0006', '0.0002']","['POLYMER', 'PI SPOT-WITH PAR', 'FIBER', 'ITO-RESIDUE-T', 'PV-HOLE-T']",TFT,1.0,OP,0.9897,POLYMER,0.9957,TFT,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/GLASS CULLET@OP@CF@Cell_B57L7SH-1-3.jpg,"['1.0', '3.2893']","['CF', 'TFT']","['0.9999', '9.6158', '6.5005', '1.0668']","['OP', 'NP', 'UP', 'INT']","['0.9999', '7.1291', '4.4853', '2.4134', '1.2608']","['GLASS CULLET', 'POLYMER', 'LIGHT METAL', 'CF DEFECT', 'CF PS DEFORMATION']",CF,1.0,OP,0.9999,GLASS CULLET,0.9999,CF,OP,GLASS CULLET
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/M1-ABNORMAL@NP@TFT@Array_B5AY4JT-1-3.jpg,"['0.9999', '4.3859']","['TFT', 'CF']","['0.9978', '0.0021', '1.7740', '8.1493']","['NP', 'OP', 'INT', 'UP']","['0.9504', '0.0461', '0.0021', '0.0007', '0.0001']","['M1-ABNORMAL', 'ITO-RESIDUE-T', 'CF PS DEFORMATION', 'PV-HOLE-T', 'POLYMER']",TFT,0.9999,NP,0.9504,M1-ABNORMAL,0.9978,TFT,NP,M1-ABNORMAL
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/FIBER@OP@CF@Cell_B56Z1SC-1-3.jpg,"['0.9999', '1.6043']","['CF', 'TFT']","['0.9999', '2.1504', '8.0419', '4.9422']","['OP', 'NP', 'UP', 'INT']","['0.9833', '0.0159', '0.0006', '2.2782', '5.3861']","['FIBER', 'POLYMER', 'GLASS CULLET', 'CF REPAIR FAIL', 'CF PS DEFORMATION']",CF,0.9999,OP,0.9833,FIBER,0.9999,CF,OP,FIBER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@CF@Cell_B5BK1KD-1-3.jpg,"['0.9999', '1.6256']","['CF', 'TFT']","['0.9999', '1.3404', '2.3952', '7.1671']","['OP', 'NP', 'UP', 'INT']","['0.9633', '0.0308', '0.0057', '1.0397', '8.7894']","['POLYMER', 'GLASS CULLET', 'FIBER', 'CF REPAIR FAIL', 'PI SPOT-WITH PAR']",CF,0.9999,OP,0.9633,POLYMER,0.9999,CF,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@OP@TFT@Cell_B55E1KF-1-3.jpg,"['0.9999', '4.3193']","['TFT', 'CF']","['0.9730', '0.0234', '0.0034', '7.3628']","['OP', 'NP', 'INT', 'UP']","['0.9752', '0.0212', '0.0024', '0.0009', '6.7396']","['POLYMER', 'PV-HOLE-T', 'M1-ABNORMAL', 'ESD', 'GLASS CULLET']",TFT,0.9999,OP,0.9752,POLYMER,0.9730,TFT,OP,POLYMER
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/PI SPOT-WITH PAR@UP@CF@Cell_B4W49TK-1-3.jpg,"['0.9999', '4.4958']","['CF', 'TFT']","['0.9998', '0.0001', '8.1091', '7.5663']","['UP', 'NP', 'OP', 'INT']","['0.9999', '5.5045', '3.9347', '2.1675', '1.2991']","['PI SPOT-WITH PAR', 'CF PS DEFORMATION', 'CF DEFECT', 'LIGHT METAL', 'CF REPAIR FAIL']",CF,0.9999,UP,0.9999,PI SPOT-WITH PAR,0.9998,CF,UP,PI SPOT-WITH PAR
/home/agx/AUO_FMA/D3_Deep-Hierarchical-Classification_ImageRecognition/dataset/detect_imgs/POLYMER@UP@TFT@Cell_B5CR9NS-1-3.jpg,"['0.9957', '0.0042']","['TFT', 'CF']","['0.6849', '0.2574', '0.0504', '0.0071']","['UP', 'OP', 'INT', 'NP']","['0.5496', '0.3100', '0.0760', '0.0323', '0.0197']","['POLYMER', 'FIBER', 'PI SPOT-WITH PAR', 'AS-RESIDUE-E', 'ESD']",TFT,0.9957,UP,0.5496,POLYMER,0.6849,TFT,UP,POLYMER
